customer_id,age,gender,region,annual_income,membership_years,recency_days,frequency_last_year,monetary_last_year,avg_basket_value,online_purchase_ratio,preferred_category,_true_segment
C11040,44,Non-binary,North,104381.16,2.85,13.8,30,2875.98,96.34,0.5,Groceries,High-Value Loyalist
C11041,60,Female,South,65531.02,8.82,92.6,3,149.71,54.14,0.16,Home & Living,At-Risk / Churning
C11042,66,Male,West,51783.06,5.97,95.6,3,97.99,31.71,0.31,Groceries,At-Risk / Churning
C11043,45,Male,East,102230.59,3.81,39.1,4,224.53,56.09,0.22,Fashion,At-Risk / Churning
C11044,43,Male,South,114669.34,6.5,14.3,33,2817.67,85.65,0.62,Fashion,High-Value Loyalist
C11045,18,Female,South,48838.27,2.85,7.2,13,1263.81,96.54,0.89,Fashion,Young Digital Shopper
C11046,28,Female,West,56041.33,2.62,3.8,12,980.09,83.13,0.8,Home & Living,Young Digital Shopper
C11047,20,Male,South,62695.91,2.79,120.7,1,237.71,194.94,0.27,Groceries,At-Risk / Churning
C11048,29,Male,North,52739.91,0.1,31.8,2,272.72,136.39,0.8,Electronics,New / Occasional Shopper
C11049,28,Female,South,51306.87,0.95,9.2,17,672.58,38.72,0.95,Beauty,Young Digital Shopper
C11050,40,Female,West,80187.93,4.07,67.1,5,20.0,4.32,0.24,Sports,At-Risk / Churning
C11051,48,Male,West,114024.77,4.59,4.4,26,3299.14,128.08,0.33,Home & Living,High-Value Loyalist
C11052,25,Male,West,49356.87,2.82,8.3,23,783.08,34.25,1.0,Electronics,Young Digital Shopper
C11053,32,Male,South,89121.13,6.65,8.3,17,3546.29,203.94,0.74,Electronics,High-Value Loyalist
C11054,27,Female,North,46160.36,1.72,7.8,22,1277.57,58.05,0.79,Beauty,Young Digital Shopper
C11055,59,Male,East,79462.52,0.16,120.0,4,244.6,63.51,0.3,Fashion,At-Risk / Churning
C11056,36,Female,East,55184.95,0.31,16.3,2,319.23,148.25,0.71,Sports,New / Occasional Shopper
C11057,30,Male,West,30407.02,2.55,12.5,24,904.26,37.94,0.78,Fashion,Young Digital Shopper
C11058,35,Female,North,95766.42,4.53,20.2,8,268.73,33.46,0.85,Groceries,Bargain Hunter
C11059,64,Female,South,43033.59,2.94,89.1,4,453.54,126.9,0.41,Home & Living,At-Risk / Churning
C11060,18,Male,South,57470.12,0.87,29.4,3,254.79,73.27,0.93,Beauty,New / Occasional Shopper
C11061,51,Male,West,64807.78,4.56,52.9,5,20.0,4.07,0.23,Beauty,At-Risk / Churning
C11062,35,Female,North,61248.29,1.25,3.3,17,566.9,34.04,0.94,Fashion,Young Digital Shopper
C11063,53,Male,South,79262.82,6.3,83.2,2,538.08,238.65,0.35,Sports,At-Risk / Churning
C11064,18,Female,North,42455.19,2.22,1.2,16,1325.14,82.95,0.83,Home & Living,Young Digital Shopper
C11065,40,Male,South,52966.29,0.12,36.7,6,345.59,62.83,0.52,Sports,New / Occasional Shopper
C11066,31,Male,West,41555.56,1.68,1.0,16,1114.36,71.31,0.87,Beauty,Young Digital Shopper
C11067,52,Female,West,71729.27,5.43,89.0,4,324.2,80.07,0.16,Fashion,At-Risk / Churning
C11068,45,Female,South,77625.49,3.25,3.9,25,3332.62,131.26,0.53,Electronics,High-Value Loyalist
C11069,18,Male,East,50155.05,0.36,43.2,18,273.27,15.03,0.53,Home & Living,Bargain Hunter
C11070,28,Male,South,42263.11,0.1,38.8,5,149.68,28.1,0.66,Electronics,New / Occasional Shopper
C11071,56,Female,East,53241.84,3.05,38.2,3,85.17,29.63,0.68,Sports,At-Risk / Churning
C11072,27,Male,West,53064.66,4.0,25.5,11,474.17,41.37,0.23,Groceries,Bargain Hunter
C11073,40,Female,East,55032.13,0.58,40.2,5,241.96,45.79,0.95,Sports,New / Occasional Shopper
C11074,26,Male,South,24970.99,1.32,42.4,4,71.32,19.88,0.75,Fashion,New / Occasional Shopper
C11075,18,Female,East,43196.56,0.1,13.4,17,976.98,56.28,0.94,Electronics,Young Digital Shopper
C11076,58,Male,South,34699.63,3.05,16.2,7,264.84,36.35,0.73,Electronics,Bargain Hunter
C11077,31,Female,South,45366.76,3.28,7.4,10,366.12,36.74,0.35,Home & Living,Bargain Hunter
C11078,46,Female,West,103172.47,7.14,138.0,1,131.98,131.98,0.14,Beauty,At-Risk / Churning
C11079,35,Non-binary,North,47874.42,0.65,8.8,22,773.53,35.81,0.96,Groceries,Young Digital Shopper
C11080,23,Male,South,34938.15,0.99,2.3,17,220.6,13.08,0.86,Electronics,Young Digital Shopper
C11081,23,Male,North,38121.74,0.1,31.5,7,105.99,15.2,0.51,Fashion,New / Occasional Shopper
C11082,33,Female,South,64241.43,0.1,50.6,9,173.35,19.71,0.6,Beauty,New / Occasional Shopper
C11083,37,Female,North,27913.14,1.19,40.3,4,192.51,43.65,0.51,Sports,New / Occasional Shopper
C11084,38,Female,North,15000.0,0.49,45.0,1,132.75,132.75,0.39,Sports,New / Occasional Shopper
C11085,43,Female,South,49732.62,8.39,124.5,4,95.19,24.64,0.26,Groceries,At-Risk / Churning
C11086,44,Female,South,55297.82,3.55,71.6,1,165.13,165.13,0.63,Electronics,At-Risk / Churning
C11087,75,Female,West,60177.5,2.56,112.3,2,223.68,124.02,0.35,Fashion,At-Risk / Churning
C11088,29,Male,South,52001.25,2.7,27.1,8,584.31,75.86,0.51,Groceries,Bargain Hunter
C11089,42,Male,North,76434.83,5.2,25.7,16,238.63,15.39,0.47,Sports,Bargain Hunter
C11090,29,Male,South,51296.68,1.84,4.7,14,1482.61,105.39,0.93,Beauty,Young Digital Shopper
C11091,50,Female,South,67997.51,0.13,103.4,1,54.68,38.1,0.37,Fashion,At-Risk / Churning
C11092,28,Female,North,71791.16,0.1,1.0,30,880.08,28.98,0.91,Beauty,Young Digital Shopper
C11093,25,Female,West,24751.38,2.63,6.3,23,879.12,37.85,0.97,Electronics,Young Digital Shopper
C11094,38,Female,North,52696.43,0.54,21.0,11,25.48,2.26,0.46,Electronics,Bargain Hunter
C11095,47,Female,West,48661.46,0.1,9.9,8,711.4,85.0,0.36,Groceries,Bargain Hunter
C11096,34,Female,East,60460.18,2.12,10.8,19,327.11,16.98,0.88,Beauty,Young Digital Shopper
C11097,29,Female,North,30538.23,0.74,20.0,8,348.69,45.42,0.65,Groceries,New / Occasional Shopper
C11098,48,Female,East,22061.54,1.62,42.0,5,227.48,44.8,0.98,Beauty,New / Occasional Shopper
C11099,42,Female,South,83621.92,4.57,9.4,32,3351.85,104.65,0.42,Fashion,High-Value Loyalist
C11100,44,Female,North,102526.02,5.17,12.9,23,2795.76,122.33,0.78,Home & Living,High-Value Loyalist
C11101,31,Male,West,62061.7,2.36,10.5,19,688.27,35.97,1.0,Sports,Young Digital Shopper
C11102,41,Male,West,88214.07,11.04,122.0,1,341.45,295.1,0.51,Groceries,At-Risk / Churning
C11103,31,Male,South,26379.54,1.08,33.2,4,84.7,21.15,0.71,Beauty,New / Occasional Shopper
C11104,40,Female,West,94918.22,4.38,9.1,35,3390.36,97.82,0.34,Electronics,High-Value Loyalist
C11105,64,Male,East,95493.71,1.81,88.3,5,56.38,12.45,0.44,Sports,At-Risk / Churning
C11106,44,Male,East,79451.36,7.63,10.0,25,2527.48,101.52,0.87,Home & Living,High-Value Loyalist
C11107,24,Male,South,66509.78,1.84,7.2,4,1676.28,467.45,0.89,Fashion,Young Digital Shopper
C11108,38,Male,North,38644.15,0.24,16.6,5,308.85,67.72,0.52,Electronics,New / Occasional Shopper
C11109,23,Female,West,43522.27,1.72,5.7,11,788.2,70.81,0.9,Electronics,Young Digital Shopper
C11110,55,Male,South,111463.74,7.14,7.3,24,3212.51,132.41,0.64,Beauty,High-Value Loyalist
C11111,46,Male,North,69652.22,1.77,28.8,11,294.92,27.13,0.33,Fashion,Bargain Hunter
C11112,29,Female,South,49920.1,2.69,91.1,1,320.75,267.15,0.29,Electronics,At-Risk / Churning
C11113,22,Male,East,41360.81,0.39,42.0,2,30.8,12.44,0.34,Groceries,New / Occasional Shopper
C11114,47,Female,West,24321.02,0.52,30.8,8,216.73,26.22,0.58,Beauty,New / Occasional Shopper
C11115,37,Male,North,81363.01,3.68,1.1,29,2216.02,77.43,0.48,Beauty,High-Value Loyalist
C11116,45,Male,West,66126.34,7.36,8.7,21,2902.05,139.65,0.88,Electronics,High-Value Loyalist
C11117,36,Female,South,83304.33,4.64,46.7,3,71.31,28.39,0.4,Groceries,At-Risk / Churning
C11118,23,Female,North,51922.22,2.13,9.3,12,725.48,62.63,0.88,Fashion,Young Digital Shopper
C11119,27,Male,South,31911.06,0.88,39.9,3,155.34,45.61,0.63,Sports,New / Occasional Shopper
C11120,53,Female,North,15000.0,3.1,69.9,1,428.46,428.46,0.26,Home & Living,At-Risk / Churning
C11121,38,Female,East,96747.99,5.62,5.9,25,2492.89,98.05,0.38,Home & Living,High-Value Loyalist
C11122,38,Male,East,56460.71,0.45,49.6,5,237.34,51.6,1.0,Beauty,New / Occasional Shopper
C11123,57,Female,North,126838.17,2.93,3.4,24,2973.21,125.79,0.73,Groceries,High-Value Loyalist
C11124,41,Non-binary,South,58361.79,3.19,17.9,13,192.87,14.99,0.33,Beauty,Bargain Hunter
C11125,33,Female,South,47762.34,2.46,14.5,7,146.7,20.91,0.53,Electronics,Bargain Hunter
C11126,34,Non-binary,East,45545.66,1.55,1.0,14,235.04,17.12,0.51,Home & Living,Bargain Hunter
C11127,54,Male,West,82600.8,3.94,93.3,4,20.0,5.27,0.29,Electronics,At-Risk / Churning
C11128,51,Female,East,64515.15,0.46,113.9,3,375.89,137.56,0.01,Home & Living,At-Risk / Churning
C11129,26,Female,West,55105.0,1.32,48.5,3,129.28,48.87,0.63,Groceries,New / Occasional Shopper
C11130,34,Female,West,65030.74,0.51,31.2,3,168.39,52.33,0.45,Groceries,New / Occasional Shopper
C11131,43,Female,South,72013.87,1.88,3.7,19,184.13,9.9,0.26,Fashion,Bargain Hunter
C11132,39,Non-binary,East,80732.71,6.29,1.1,35,3759.05,108.03,0.75,Fashion,High-Value Loyalist
C11133,54,Male,West,52605.66,5.75,71.0,1,392.66,392.66,0.44,Groceries,At-Risk / Churning
C11134,18,Female,West,43052.58,0.1,1.0,1,150.99,150.99,1.0,Home & Living,New / Occasional Shopper
C11135,34,Male,West,50426.07,0.84,8.8,17,796.81,46.03,0.89,Electronics,Young Digital Shopper
C11136,47,Female,West,52550.38,2.62,17.9,4,273.03,61.66,0.74,Electronics,Bargain Hunter
C11137,37,Female,South,32789.87,2.38,21.0,12,468.09,37.5,0.32,Electronics,Bargain Hunter
C11138,39,Female,South,129262.42,6.92,3.2,34,2391.72,69.36,0.65,Fashion,High-Value Loyalist
C11139,22,Female,East,47697.73,3.92,98.2,1,273.57,273.57,0.05,Beauty,At-Risk / Churning
C11140,23,Male,North,33715.61,1.14,3.4,14,555.82,38.79,0.97,Beauty,Young Digital Shopper
C11141,59,Male,North,44772.83,5.63,122.4,1,330.48,256.85,0.56,Beauty,At-Risk / Churning
C11142,42,Female,North,32930.83,0.3,49.6,3,192.73,61.39,0.37,Fashion,New / Occasional Shopper
C11143,31,Female,North,51939.75,1.14,27.6,2,196.45,91.82,0.44,Beauty,New / Occasional Shopper
C11144,34,Female,West,58470.46,3.15,19.2,4,260.79,59.71,0.71,Home & Living,Bargain Hunter
C11145,23,Male,South,37506.0,1.62,1.4,24,360.35,15.01,0.81,Beauty,Young Digital Shopper
C11146,37,Male,South,90587.07,6.24,51.1,4,328.29,92.98,0.17,Groceries,At-Risk / Churning
C11147,18,Male,East,50024.64,0.85,28.8,6,176.04,27.95,0.9,Electronics,New / Occasional Shopper
C11148,46,Male,West,58606.74,4.59,1.0,7,627.62,88.77,0.25,Fashion,Bargain Hunter
C11149,18,Female,West,36466.31,1.21,66.2,2,108.52,47.73,0.45,Electronics,New / Occasional Shopper
C11150,54,Female,North,105430.89,2.4,3.4,21,4010.72,194.14,0.55,Sports,High-Value Loyalist
C11151,34,Non-binary,South,28259.42,0.37,16.4,1,81.04,81.04,0.47,Fashion,New / Occasional Shopper
C11152,40,Female,East,104166.6,11.03,6.8,30,3396.43,111.72,0.57,Beauty,High-Value Loyalist
C11153,45,Female,West,80748.74,7.5,10.2,20,2424.55,122.77,0.6,Home & Living,High-Value Loyalist
C11154,42,Female,East,54414.95,2.79,15.0,14,573.73,40.26,0.49,Home & Living,Bargain Hunter
C11155,42,Female,North,103716.07,9.18,7.5,23,3464.58,150.12,0.54,Sports,High-Value Loyalist
C11156,48,Female,North,100541.59,5.62,14.5,25,3332.07,134.07,0.54,Groceries,High-Value Loyalist
C11157,45,Female,North,118134.03,7.67,7.9,26,3752.51,146.99,0.43,Home & Living,High-Value Loyalist
C11158,42,Male,East,45189.05,4.04,21.1,13,335.98,26.83,0.77,Beauty,Bargain Hunter
C11159,49,Female,West,38117.94,7.8,64.2,6,515.5,86.27,0.55,Groceries,At-Risk / Churning
C11160,44,Male,North,104717.54,5.09,11.7,24,3712.37,157.64,0.77,Groceries,High-Value Loyalist
C11161,39,Female,South,33663.63,7.69,113.7,2,262.58,125.15,0.23,Fashion,At-Risk / Churning
C11162,19,Male,East,39796.05,0.98,43.6,4,189.82,43.36,0.69,Beauty,New / Occasional Shopper
C11163,33,Female,North,140969.31,5.52,6.6,29,3596.53,123.08,0.49,Home & Living,High-Value Loyalist
C11164,45,Male,West,65314.01,3.91,16.8,33,3647.39,111.34,0.29,Sports,High-Value Loyalist
C11165,38,Female,West,60606.57,1.1,52.9,6,227.25,37.41,0.48,Electronics,New / Occasional Shopper
C11166,18,Female,East,59635.84,0.26,34.1,4,178.61,42.51,0.42,Beauty,New / Occasional Shopper
C11167,32,Female,North,36861.71,6.34,25.8,14,225.95,16.56,0.44,Groceries,Bargain Hunter
C11168,32,Male,East,61393.31,0.55,39.4,3,186.01,59.29,0.67,Electronics,New / Occasional Shopper
C11169,51,Female,North,76204.6,4.16,6.5,27,2390.44,89.7,0.27,Beauty,High-Value Loyalist
C11170,26,Male,West,61954.28,1.65,9.4,18,397.88,21.66,0.94,Sports,Young Digital Shopper
C11171,37,Female,South,15000.0,0.95,58.7,4,263.77,66.41,0.11,Groceries,At-Risk / Churning
C11172,28,Male,North,43062.88,1.7,3.5,15,1028.94,67.65,0.88,Sports,Young Digital Shopper
C11173,34,Female,West,45392.4,4.75,75.1,7,71.16,9.98,0.27,Home & Living,At-Risk / Churning
C11174,34,Female,North,48716.42,2.91,28.1,18,631.12,34.6,0.47,Groceries,Bargain Hunter
C11175,36,Male,West,78731.88,0.1,90.2,3,82.04,28.19,0.36,Fashion,At-Risk / Churning
C11176,41,Female,North,78317.9,6.34,25.7,17,516.78,30.77,0.73,Electronics,Bargain Hunter
C11177,29,Female,East,47955.86,0.4,6.9,18,771.12,43.43,1.0,Fashion,Young Digital Shopper
C11178,18,Female,North,38030.64,0.1,3.3,22,839.89,38.49,0.87,Electronics,Young Digital Shopper
C11179,28,Female,South,41512.49,0.29,3.4,29,374.98,13.13,0.9,Sports,Young Digital Shopper
C11180,35,Female,West,60708.83,8.28,20.8,2,247.36,104.41,0.08,Sports,At-Risk / Churning
C11181,36,Female,South,93531.81,8.93,14.5,43,3721.95,86.88,0.71,Home & Living,High-Value Loyalist
C11182,49,Male,East,97591.77,2.25,9.8,17,3404.48,199.42,0.32,Fashion,High-Value Loyalist
C11183,41,Male,West,97491.82,6.38,8.9,23,3829.08,169.61,0.54,Beauty,High-Value Loyalist
C11184,51,Female,East,112463.2,2.7,4.0,25,2507.92,101.43,0.45,Beauty,High-Value Loyalist
C11185,23,Female,West,43640.91,0.18,31.7,6,124.96,20.45,0.53,Sports,New / Occasional Shopper
C11186,25,Female,East,48657.72,1.73,11.1,26,456.13,17.78,0.93,Fashion,Young Digital Shopper
C11187,18,Male,West,66939.64,0.44,42.7,2,127.31,56.09,0.31,Sports,New / Occasional Shopper
C11188,48,Male,West,117982.35,3.34,7.9,26,3504.49,133.93,0.55,Sports,High-Value Loyalist
C11189,51,Female,South,60186.73,10.88,90.3,1,353.13,353.13,0.35,Home & Living,At-Risk / Churning
C11190,69,Female,West,54717.28,3.77,19.3,7,649.24,92.06,0.27,Home & Living,Bargain Hunter
C11191,18,Female,North,64117.53,1.83,4.9,13,1325.81,102.58,0.84,Home & Living,Young Digital Shopper
C11192,18,Female,East,55430.35,0.7,33.5,3,170.18,50.92,0.33,Home & Living,New / Occasional Shopper
C11193,32,Male,North,61110.56,0.1,22.7,7,265.22,38.42,0.56,Beauty,New / Occasional Shopper
C11194,23,Male,East,62990.35,0.6,24.8,2,201.03,91.43,0.51,Groceries,New / Occasional Shopper
C11195,26,Male,West,50461.76,2.11,1.0,21,997.98,47.62,0.95,Fashion,Young Digital Shopper
C11196,24,Male,North,50965.89,3.52,4.8,21,837.05,39.28,1.0,Groceries,Young Digital Shopper
C11197,27,Female,North,31572.45,7.38,77.0,3,232.25,75.35,0.02,Home & Living,At-Risk / Churning
C11198,31,Male,West,50713.44,1.05,2.6,19,1581.68,81.69,0.85,Fashion,Young Digital Shopper
C11199,36,Male,East,54770.31,7.22,72.5,3,414.52,132.04,0.19,Beauty,At-Risk / Churning
